Unnamed: 0,Name,Type,Address,Phone,Email,Fax,Web,Contact,Styles/Specialties,Services,Genres,Clients,Additional locations,How to Submit,Notes
370,"LUCK MEDIA & MARKETING, INC.",Publicist,PO BOX 400250  Las Vegas NV 89140,['213 500 8619'],steve@luckmedia.com Web : luckmedia.com  Contact : Steve Levesque ,,,,,,,,,,
371,MAELSTROM MUSIC PR,Publicist,"P.O. Box 143  Crestline, CA 92325",['909-265-6984'],maelstrompr@gmail.com ,,"facebook.com/maelstrompr Client list : Asa Cruz, No Doubt, Limp Bizkit ",,,,,,,,
372,MAGIC TREE PRODUCTIONS,Publicist,"Los Angeles, CA",['917-865-1731'],seraroad@magictreeproductions.net  ,,magictreeproductions.net *Do not accept client submissions ,,,,,,,,
373,MAGNUM PR,Publicist,"New York, NY",,info@magnumpr.net ,,magnumpr.net,,,,,,,,
374,MARK PUCCI MEDIA,Publicist,"Atlanta, GA 30350",['770-804-9555'],mpmedia@bellsouth.net ,,"markpuccimedia.com, facebook.com/ Mark.Pucci.Media ",,,,,,,,
375,"THE MAJORS TALENT DISCOVERY HUB, LLC.",Publicist,"A Straiter Enterprise Company  SouthEast Division  P.O. Box 6351  Columbia, South Carolina 29260",['800-956-0424'],info@TheMajorsTDH.com ,,TheMajorsTDH.com ,,"Talent Search & Development, All Genres  *Unsolicited material accepted ",,,,,,
376,THE MAVEN AGENCY,Publicist,"123 S. Broad St., Ste. 830  Philadelphia, PA 19109",['215-434-7190'],info@mcguckinpr.com ,,mcguckinpr.com,Meg McLean ,"Publicity, Marketing and Promotions   McGUCKIN ENTERTAINMENT PR  500 Riverside Dr., Ste. 160  Austin, TX 78704  512-478-0578  ",,,,,,
377,MELISSA DRAGICH-CORDERO,Publicist,"MAD Link PR  225 N. Malgren Ave.  San Pedro, CA 90732",['310-547-1212'],melissadragich@gmail.com Web : madinkpr.com/about-us ,,,,,,,,,,
378,MICHAEL J. MEDIA GROUP,Publicist,"5 Timber Run Ct.  Madison, WI 53719",['608-848-9707'],mike@michaeljmedia.com ,,"michaeljmedia.com, facebook.com/mjmgroup",,,,,,,,
379,MICHELLE ROCHE MEDIA RELATIONS,Publicist,"Athens, GA",['706-206-5552'],michelle@michelleroche.com ,,michelleroche.com,,,,,,,,
380,MIKE GOWEN MILESTONE PUBLICITY,Publicist,"1108 McKennie Ave.  Nashville, TN. 37206",['818-579-5862'],mgowen@MilestonePublicity.com ,,milestonepublicity.com,,,,,,,,
381,MISSING PIECE GROUP,Publicist,"333 NEWARK AVENUE  SUITE 201  JERSEY CITY, NJ 07302",['862-234-0801'],info@missingpiecegroup.com ,,missingpiecegroup.com,,,,,,,,
382,MIXED MEDIA,Publicist,,,ginny@mixedmediapromo.com ,,mixedmediapromo.com,,,,,,,,
383,MOTORMOUTH MEDIA,Publicist,"2525 Hyperion Ave., Ste. 1  Los Angeles, CA 90027",['323-487-1998'],mick@motormouthmedia.com ,,"motormouthmedia.com, twitter.com/ motormouthmedia  ",Mick Jacobs,,,,,,,
384,MRY,Publicist,"299 W. Houston St., 12th Fl.  New York, NY 10014",['212-274-0470'],beth.nigro@moxieusa.com ,,mry.com,,,,,,,,
385,MSI COMMUNICATIONS,Publicist,"808 E Street, Ste 200  Anchorage, AK 99501",['907-569-7070'],info@msialaska.com ,,msialaska.com,,,,,,,,
386,MTS MANAGEMENT GROUP,Publicist,"227 Gill Road  Apollo, PA  15613",['412-445-5282'],michael@mtsmanagementgroup.com ,,mtsmanagementgroup.com ,Michael Stover ,"All Genres; In business for 13 years, providing indie artists and labels coverage  alongside major and mainstream  artists. TV, Radio, Podcast and print interviews,  reviews, press coverage and more! ",,,,,,
387,NASTY LITTLE MAN,Publicist,"285 W. Broadway, #310  New York, NY 10013",['212-343-0740'],"info@nastylittleman.com, steve@ nastylittleman.com  ",,nastylittleman.com,,,,,,,,
388,NOISY GHOST PR,Publicist,"5 West 40th St.  Savannah, GA 31401",,general@noisyghostpr.com ,,noisyghostpr.com ,Michelle King,,,,,,,
389,NPM PR AND MARKETING,Publicist,Ed Bunker,,Ed@NPMPRandMarketing.com ,,npmprandmarketing.com,,,,,,,,
390,O2 IDEAS PUBLIC RELATIONS,Publicist,"420 20th Street North,  Suite 2525, Birmingham, AL 35203",['205-949-9494'],info@o2ideas.com ,,o2ideas.com,,,,,,,,
391,THE ORIEL COMPANY,Publicist,"9 East 19th Street  6th Floor  New York, NY 10003",,"carleen@thorie.co,  chole@theoriel.co, jen@theoriel.co  ",,theoriel.co,,,,,,,,
392,PACIFIC RECORDS,Publicist,"3360 Sports Arena Blvd. Suite A  San Diego, CA 92110  (858) 324 1820",,info@pacificrecords.com ,,pacificrecords.com ,Peter Donaghy - Publicist ,"PR and Promotion primarily for the independant artist. Distribution to global radio,  reviewers, magazines and bloggers. Social media  marketing and web design. ",,,,,,
393,PAVEMENT PR,Publicist,"P.O. Box 2  Lake Geneva, WI 53147",['262-903-7775'],tony@pavementpr.com ,,pavementpr.com ,Tony Bonyata,,,,,,,
394,PITCH PERFECT PR,Publicist,"4908 N. Ravenswood Ave. Unit 427  Chicago, IL 60640",['773-516-4986'],jessica@pitchperfectpr.com ,,"pitchperfectpr.com, twitter.com/pitchperfectpr  ",Jessica Linker,,,,,,,
395,PLANETARY GROUP,Publicist,"6161 Santa Monica Blvd., Ste. 202  Los Angeles, CA 90038",['323-952-5050'],info@planetarygroup.com ,,planetarygroup.com,,,,,,,,
396,PLATFORM MEDIA GROUP,Publicist,"6767 Forest Lawn Dr.  #211  Los Angeles, CA 90038",['323-337-9042'],info@platformgrp.com ,,platformgrp.com ,"Henry Eshelman, Managing Dir.   ",,,,,"   155 E. 55  New York, NY 10022 ",,
397,POWDERFINGER PROMOTIONS,Publicist,"P.O. Box 4935  Framingham, MA 01704",['800-356-1155'],info@powderfingerpromo.com  ,,powderfingerpromo.com *accepting submissions from bands or artists who  are interested in promotion. ,,,,,,,,
398,PRESS HERE PUBLICITY,Publicist,"138 W. 25th St., 9th Fl.  New York, NY 10001","['212-246-2640', '212-582-6513']",info@pressherepublicity.com ,,pressherepublicity.com,,,,,,,,
399,"PRESS HOUSE, THE",Publicist,"302 Bedford Ave., Ste. 13  Brooklyn, NY 11211",['646-322-4903'],info@thepresshouse.com ,,thepresshouse.com/home   ,,,,,,"   24 Music Sq. W.,  Nashville, TN 37293  615-306-0737 ",,
400,"PRESS OFFICE, THE",Publicist,"20 Delaware Avenue, Suite 223  Delaware Water Gap, PA 18327  PO Box 100,  Saylorsburg, PA 18353",['615-419-9989'],jim@thepressoffice.com ,,thepressoffice.com Contact : Jim Della Croce  ,,,MAXIMUM PR! for the Entertainment Industry ,,,,,
401,PUNCH MEDIA,Publicist,"10 N. 3rd St.  Philadelphia, PA 19106",['215-592-0120'],punch@punchmedia.biz ,,punchmedia.biz,,,,,,,,
402,RANDOLPHE ENTERTAINMENT GROUP,Publicist,"67 S. Bedford St., Ste. 400W  Burlington, MA 01803",['877-202-1940'],"contact@randolphe.com, Christian@randolphe.com  ",,randolphe.com,,,,,,,,
403,RANDEX COMMUNICATIONS,Publicist,"906 Jonathan Ln.  Marlton, NJ 08053",['856-596-1410'],randex@randexpr.com ,,randexpr.com ,Randy Alexander,,,,,,,
404,RECKONING PR,Publicist,"8439 Sunset Blvd., Ste. 306  West Hollywood, CA 90069",['818-692-9065'],todd@reckoningpr.com ,,facebook.com/ReckoningPR ,Todd Brodginskihttps,,,,,,,
405,RED ROOSTER GROUP,Publicist,"22 East 49th St. 7th Fl.  New York, NY 1001",['212-673-9353'],info@redroostergroup.com ,,redroostergroup.com,,,,,,,,
406,RED ROOSTER PR,Publicist,"Boca Raton, FL",['954-378-8328'],info@redroosterpr.com ,,redroosterpr.com,,,,,,,,
407,RIOT ACT MEDIA,Publicist,"NYC, Portland, Seattle, Los Angeles, San Francisco,  Athens",,nathan@riotactmedia.com ,,riotactmedia.com,,,,,,,,
408,"ROCK PAPER SCISSORS, INC.",Publicist,"511 W. 4th St.  Bloomington, IN 47404",['812-339-1195'],music@rockpaperscissors.biz ,,rockpaperscissors.biz,,,,,,,,
409,ROGERS & COWAN,Publicist,"1840 Century Park E., 18th Floor  Los Angeles, CA 90067",['310-854-8100'],ukinquiries@rogerandcowanpmk.com,,rogersandcowanpmk.com   ,,,,,,"   622 3rd Ave., 20th Fl.  New York, NY 10017  212-878-5501    London  2 Waterhouse Square, #140  London, EC1N 2A  +44 (0) 20 3048 0490  ",,
410,ROSLAN & CAMPION LLC,Publicist,"200 Broadway  New York, NY 10038",['212-966-4600'],info@rc-pr.com ,,rc-pr.com,,,,,,,,
411,RUDER FINN ARTS & COMMUNICATIONS,Publicist,"COUNSELORS, INC.  425 E. 53rd St.  New York, NY 10022",['212-593-6420'],nleonard@ruderfinn.co.uk,,"ruderfinn.com *Offices in San Francisco, worldwide  *Hubs in Washington D.C., Boston, Basel    ",,,,,,"   London  1 Bedford St.  London, U.K.  44 (0) 20 7438 3050  ",,
412,SACKS & CO.,Publicist,"119 W. 57th St., Penthouse North  New York, NY 10019","['212-741-1000', '212-741-9777']","asha.goodman@sacksco.com, louis.dadamio@sacksco.com  ",,sacksco.com/contact.html   ,,,,,," 1716 Greenwood Ave #517  Nashville, TN 37206  615-320-7753  ",,
413,RHONDA SAENZ-SAENZ OF THE TIMES PR,Publicist,"7254 Hollywood Blvd., Ste. 27  Los Angeles, CA 90046",['323-823-7870'],saenz.pr@sbcglobal.net,,,,,,,,,,
415, SARAH McMULLEN & COMPANY PUBLIC RELATIONS,Publicist,"5715 Grape St.  Houston, TX 77096",['310-283-7907'],smcmullen@earthlink.net  ,,linkedin.com/in/smcmullen,,,,,,,,
416,SCHNEIDER RONDAN ORGANIZATION (SRO),Publicist,"Sherman Oaks, CA. 91403",,msoorg@aol.com ,,sropr.com ,,,,,"Ozzy Osbourne, America, Limp Bizkit, America, The Black Moods, Yes, Heart, Timothy B.  Schmit, Brian Setzer, The Cult, The Hu, Joe Perry,  Live, Grand Funk Railroad, godsmack, Nothing  More, Pop Evil ",,,
417,SCOOP MARKETING,Publicist,"5161 Lankershim Blvd.  Suite 250  North Hollywood, CA  91601",['818-761-6100'],PR@solters.com ,,scoopmarketing.com,,,,,,,,
418,SECRET SERVICE PUBLICITY,Publicist,,,austin@secretservicepr.com ,,secretservicepr.com Facebook.com/SecretServicePublicity  ,Austin Griswold ,,,,"Bowling For Soup, Circle Takes the Square, Evans Blue, Polaris at Noon, Rival Sons, Social  Distortion, the Wealthy West ",,,
419,SEPTEMBER GURL MUSIC,Publicist,"Brooklyn, NY",['718-768-3859'],patrice@septembergurl.com ,,septembergurl.com,,,,,,,,
420,SERGE ENTERTAINMENT PUBLIC,Publicist,"RELATIONS  P.O. Box 5147  Canton, GA 301114",['678-880-8207'],sergeent@aol.com ,,sergeentertainmentgroup.com,,,,,,,,
421,SFPR/EASTWEST MEDIA,Publicist,"Palm Beach, FL","['310-650-8668', '561-465-2240']",sheryl@eastwestmedia.net ,,eastwestmedia.net,,,,,,,,
422,SHADOW PR,Publicist,"414 West 14th St., Fl 3  New York, NY 10014",['212-972-0277'],info@shadowpr.com ,,weareshadow.com ,Nick Carcaterra   ,,,,,"   7257 Beverly Blvd., Ste. 224  Los Angeles, CA 90036  310-777-7572 ",,
423,SHORE FIRE MEDIA,Publicist,"32 Court St., Ste. 1800  Brooklyn, NY 11201",['718-522-7171'],info@shorefire.com ,,shorefire.com   ,,,,,,"   Nashville Office  652 W Iris Drive, Floor 2  Nashville, TN 37204  615-280-5330  1840 Century Park East, Suite 200  Los Angeles, CA 90067 ",,
424,SIDEWAYS MEDIA,Publicist,"8149 Santa Monica Blvd.  #343  West Hollywood, CA 90046  Los Angeles, CA",,info@sideways-media.com ,,sideways-media.com,,,,,,,,
425,SLAB MEDIA,Publicist,"535 Albany St., Ste. 2A  Boston, MA 02118  855-SLAB-WEB",['617-566-3433'],office@slabmedia.com ,,slabmedia.com,,,,,,,,
426,SO MUCH MOORE MEDIA,Publicist,,,somuchmooremedia@gmail.com ,,somuchmoore.com ,Martha E. Moore ,,,,"Alex Miller, American Blonde, Daryl Mosley and Taylor Rae ",,,
427,SPEAKEASY PR,Publicist,"Los Angeles, CA",['818-363-1315'],Monica@Speakeasypr.com ,,"speakeasypr.com, facebook.com/speakeasypr ",Monica Seide,,,,,,,
428,SPINLAB,Publicist,"12198 Ventura Blvd., Ste. 210  Studio City, CA 91604",['818-763-9800'],info@spinlab.net ,,spinlab.net ,John Vlautin,,,,,,,
429,STEVE MOYER PUBLIC RELATIONS,Publicist,"P.O. Box 5227  West Hills, CA 91308",['818-784-7027'],moyerpr@earthlink.net ,,"facebook.com/stevemoyerpr, Twitter, Linkedin  ",Steve Moyer ,,Publicity for Musicians and Concert Artists ,,,,,
430,STUNT COMPANY,Publicist,"214 Park Place, #2  Brooklyn, NY 11238",['718-222-1746'],,,stuntcompany.com ,Sue Marcus,,,,,,,
431,SUNSHINE SACHS & ASSOCIATES,Publicist,"136 Madison Ave., 17th Fl.  New York, NY 10016",['212-691-2800'],info@sunshinesachs.com ,,sunshinesachs.com ,Tiffany Shipp   ,,,,,"   720 Cole Ave  Los Angeles, CA 90038  323-822-9300    1875 Connecticut Ave., N.W., 10th Fl.  Washington, DC 20009  202-280-2398    201 W. 5  Austin, TX 78701  512-646-0149    101 Marietta Street NW  Suite 3000  Atlanta, GA 30303  404-334-3545 ",,
432,"SUSAN BLOND, INC.",Publicist,"50 W. 57th St., 14th Fl.  New York, NY 10019",['212-333-7728'],joshua@susanblondgroupinc.com ,,"susanblondgroupinc.com, facebook.com/SusanBlondInc ",,,,,,,,
433,THE SYNDICATE,Publicist,"1801 Willow Avenue #211  Weehawken, NJ 07086",['201-864-0900'],hello@trendpr.com ,,TrendPR.com ,"Hunter Scott, President ","An Innovative PR and social media marketing firm specializing in music. Single/  album reviews, special features, interviews on TV,  radio, magazines, and blogs; TikTok and Instagram  growth, full-service social media management. Free  consultations are also available. ",,,,,,
434,THOMAS PR,Publicist,"1 Hewitt Square, Ste 186  East Northport, NY 11731",['631-549-7575'],info@thomas-pr.com ,,thomas-pr.com ,Karen Thomas ,,,,Great Cat,,,
435,THOMPSON & CO. PUBLIC RELATIONS,Publicist,"600 Barrow St., Ste. 400  Anchorage, AK 99501",['907-561-4488'],info@thompsonpr.com ,,thompsonpr.com   ,,,,,," 1415 North Loop West Ste 300-10  Houston, TX 77008  832-804-9918 ",,
436,THREE BRAND MEDIA,Publicist,"Fort Houston  2020 Lindell Ave, Ste A  Nashville, TN 37203",['615-601-1143'],info@threebrandmedia.com ,,https://www.facebook.com/threebrandmedia/,,,,,,,,
437,TOOLSHED INCORPORATED,Publicist,"45 Belcher Rd.  Warwick, NY 10990",['845-988-1799'],dhuey@toolshed.biz ,,toolshed-media.com,,,,,,,,
438,TRUE PUBLIC RELATIONS,Publicist,"3575 Cahuenga Blvd. West #360  Los Angeles, CA 90068",['323-957-0730'],cyasst@truepublicrelations.com ,,facebook.com/truepublicrelations,,,,,,,,
439,TRUE TALENT MANAGEMENT/PR,Publicist,"9663 Santa Monica Blvd., #320  Beverly Hills, CA 90210",['310-560-1290'],ineedpr@truetalentpr.com ,,truetalentpr.com ,Jennifer Yeko ,,"Artist Management, Music Licensing, Music PR ",,,,,
440,"TSUNAMI GROUP, INC.",Publicist,,,inquiry@tsunamigroupinc.com ,,tsunamigroupinc.com ,,"Specializing in Entertainment, Music, Producers, Fashion, Sports and Products  ",,,"Lil Wayne, Skyz Muzik, Jessica Simpson, ONYX, Justin Timberlake ",,,
441,TWO SHEPS THAT PASS,Publicist,"1740 Broadway, 15th Floor  New York, NY 10019",['646-907-8787'],"info@twoshepsthatpass.com, vera@twoshepsthatpass.com  ",,twoshepsthatpass.com,,,,,,,,
442,VITRIOL INDEPENDENT PROMOTION,Publicist,"3421 5th Ave. S.  Minneapolis, MN 55408",['612-871-4916'],jesse@vitriolradio.com ,,vitriolradio.com,,,,,,,,
443,W3 PUBLIC RELATIONS,Publicist,"1162 South Sierra Bonita Ave  Los Angeles, CA 90019","['323-934-2700', '323-934-2709']",w3pr@yahoo.com ,,w3publicrelations.com,,,,,,,,
444,WEBB N RETAIL,Publicist,"Sherman Oaks, CA",['818-453-8777'],webnretail@cs.com ,,musicmarketingbywebnretail.com ,Gale Rosenberg ,,"Music Marketing, promotion and PR. Both online and traditional ",,,,,
445,WHIPLASH PR,Publicist,"398 Columbus Ave., PMB #183  Boston, MA 02116",['781-545-1301'],whiplashpr@aol.com ,,whiplashprandmanagement.com,,,,,,,,
446,WORKING BRILLIANTLY,Publicist,"P.O. Box 3457  Idyllwild, CA 92549",['951-468-4372'],jennifer@workingbrilliantly.com ,,workingbrilliantly.com,,,,,,,,
447,"WOLFSON ENTERTAINMENT, INC.",Publicist,"2659 Townsgate Rd., Ste. 119  Westlake Village, CA 91361",['805-494-9600'],jonathan@wolfsonent.com ,,wolfsonent.com ,Jonathan Wolfson,,,,,,,
448,XO PUBLICITY LLC,Publicist,"Portland, OR 97211  (Detroit, Seattle, Los Angeles)",['313-290-2744'],info@xopublicity.com ,,xopublicity.com ,Kaytea McIntosh,,,,,,,
449,"ADOBE GRAPHICS DESIGN, INC.",Merch & Swag,"33 Great Neck Road, Ste 1  Great Neck, NY 11021","['800-726-9683', '516-482-7425']",oroders@coyotepromotions.com ,,coyotepromotions.com ,,,"Promotional and premium items for record labels, radio stations and TV stations. ",,,,,
450,AFFORDABLE IMAGE,Merch & Swag,"515 East Grant St. #216  Phoenix, AZ 85004",['800-639-1622'],sales@affordableimage.com ,,affordableimage.com   ,,,,,," 7700 Windrose Ave. G300  Plano, Texas 75024 ",,
451,AKT ENTERPRISES,Merch & Swag,"Clay Arrighi  clay@aktenterprises.com  6424 Forest City Road  Orlando, Florida 32810  Cell:",['772.418.0807'],,,aktenterprises.com/entertainment-services ,,,"Aceessories, Promotional Products, Novelties ",,,,,
452,ANENBERG PRINT,Merch & Swag,"10096 6th Street, Unit D  Rancho Cucamonga, CA 91730",['909-987-0440'],info@anenberg.com ,,anenberg.com ,,"oversized garment screenprinting, high quality plastisol, water-based  and discharge inks, low minimums, fast turn-around,  easy and friendly service ","clothing wholesaler, custom garment screenprinting  ",,,,,
453,ARTS PROMO,Merch & Swag,"P.O. Box 6  Northampton, MA",['413-259-1227'],"artspromo@artspromo.org, ",,artspromo.org ,Jaime Morton,,,,,,,
454,BAND MERCH,Merch & Swag,"3120 W. Empire Ave.  Burbank, CA 91504",['818-736-4800'],info@brandmerch.com,,,,,,,,,,
455,BAND SHIRTS,Merch & Swag,"Australian Tour Merchandising Pty Ltd. South  Melbourne Victoria, Australia 3205  +61-(0) 3 9695 0104",,customerservice@bandtshirts.com.au ,,bandtshirts.com.au,,,,,,,,
456,BANDWEAR,Merch & Swag,"2025 Midway Rd., Ste C  Carrollton, TX 75006  877-BANDWEAR",['214-276-7350'],sales@bandwear.com ,,bandwear.com ,,,Manufacturing of promotional and retail products. Vinyl stickers and custom die cutting  custom paper printing. Posters and album flats.  Any printed promotional products and swag.  Enabling your website with e-commerce to sell your  merchandise. ,,,,,
457,"BIG 10 INDUSTRIES, INC.",Merch & Swag,"Los Angeles, CA",,,,Big10inc.com 310-280-1610  ext 1 ,,,,,,,,
458,BIG CARTEL,Merch & Swag,,,support@bigcartel.com ,,bigcartel.com ,,,"Shopping cart platform for Artists, Bands and Record labels ",,,,,
459,BIOWORLD MERCHANDISING,Merch & Swag,"1159 Cottonwood Lane  Irving, TX 75038",['888-831-2138'],info@bioworldmerch.com ,,bioworldcorp.com ,,,Band and label merchandise management    ,,,"   1411 Broadway, #3109  New York, NY 10018  212-302-1922    McGladrey Plaza  801 Nicollet Mall, Ste. 615  Minneapolis, MN 55402  612-397-9601    266 Applewood Crescent  Concord, Ontario, Canada L4K 4B4  905-669-8155 ",,
460,BLUE COLLAR PRESS,Merch & Swag,"3235 Ousdahl, Ste B  Lawrence, KS 66046",['785-842-1414'],info@bluecollarpress.com ,,bluecollarpress.com,,,,,,,,
461,BLUE RAVEN ARTIST MANAGEMENT,Merch & Swag,"435 Byram Kingwood Road  Frenchtown, NJ 08825",['973-928-3565'],sean@blueravenartists.com ,,blueravenartists.com,,,,,,,,
462,BRAVADO,Merch & Swag,"1755 Broadway, 2nd Fl.  New York, NY 10019",['212-445-3400'],jaison.john@bravado.com ,,bravado.com,,,,,,,,
463,BULLETPROOF ARTISTS,Merch & Swag,"241 Main St.  Easthampton, MA 01027",['413-527-9393'],patty@bulletproofartists.com ,,bulletproofartists.com ,Patty Romanoff,,,,,,,
464,BUSY BEAVER BUTTONS,Merch & Swag,"3407 W. Armitage Ave.  Chicago, IL 60647","['773-645-3359', '855-439-2879']",orders@busybeaver.net ,,busybeaver.net,,,,,,,,
465,CD ROLLOUT,Merch & Swag,"5018 Lante St.  Baldwin Park, CA 91708",['310-374-9208'],mike@cdrollout.com ,,cdrollout.com ,Mike Naylor ,"CD/DVD replication, merchandise production (T-shirts, stickers, posters,  postcards, merch items) and graphic design. ",,,,,,
466,CLUBFLYERS.COM,Merch & Swag,"2300 N.W. 7th Ave.  Miami, FL  33127",['800-433-9298'],,,clubflyers.com,,,,,,,,
467,COMGRAPHX,Merch & Swag,"1765 N. Juniper  Greenway Business Park  Broken Arrow, OK 74012",['918-258-6502'],hello@comgraphx.com ,,comgraphx.com,,,,,,,,
468,DESIGN 8 STUDIOS,Merch & Swag,"8446 Madison St  Omaha, NE 68127",['402-571-1837'],info@design8studios.com ,,design8studios.com,,,,,,,,
469,DISC MAKERS,Merch & Swag,Southwest U.S. area,['800-468-9353'],info@discmakers.com ,,discmakers.com ,,,"CD/DVD manufacturing, graphic design, printing, packaging, authoring, mastering, manual  and automated CD & DVD printers, blank media.  Providing the industry standard of excellence for  over 50 years    ",,,"   Eastern U.S.  7905 N. Route 130  Pennsauken, NJ 08110  800-468-9353 ",,
470,DYNAMIC ARTIST MANAGEMENT,Merch & Swag,"5221 Central Ave., Ste. 202  Richmond, CA 94804","['510-558-4000', '510-558-4002']",info@dynamicartists.com ,,dynamicartists.com,,,,,,,,
471,EARTH2EARTH,Merch & Swag,"111 N. Perry St.  Pontiac, MI 48342-2336",['248-335-7015'],peter@freshhotshirts.com ,,earth2earthinc.com,,,,,,,,
472,FRONTGATE MEDIA,Merch & Swag,"22342 Avenida Empressa, #260  Rancho Santa Margarita, CA 92688",['949-429-1000'],,,frontgatemedia.com ,,,"Full-service, strategic merchandising company designing and producing apparel and  accessories for brands and bands, ministries and  movements, and companies and conferences. ",,,,,
473,GEARHEAD RECORDS,Merch & Swag,"P.O. Box 2375  Elk Grove, CA 95759",['916-897-2451'],info@gearheadrecords.com ,,gearheadrecords.com,,,,,,,,
474,GIGART,Merch & Swag,"San Francisco, CA",,mail@gigart.com ,,gigart.com,,,,,,,,
475,GO MERCH,Merch & Swag,"60-62 E. 11th St., 6th Floor  New York, NY 10003",,wholesale@gomerch.com ,,gomerch.com ,,,"apparel/product, email blasts, social media, VIP Pre-sales, Pre-order Campaigns ",,,,,
476,"GROOVY ACCENTS, LLC.",Merch & Swag,"1632 N. Van Buren Ave.  Tucson, AZ. 85712",['214-995-0347'],GroovyAccents@Gmail.com ,,GroovyAccents.com  ,,,"Manufacturing custom, wholesale, guitar pick earrings for musicians merch tables and  websites and associated trades and businesses.  Our popular promo products are manufactured in  Tucson, AZ. ",,,,,
477,HOME RUN MEDIA GROUP,Merch & Swag,"18331 Enterprise Lane  Huntington Beach, CA 92648",['714-536-3939'],info@hbdigital.com ,,hbdigital.com ,,"USB Flash Drives, Custom Logo Apparel ",Promotional Products ,,,,,
478,IFANZ,Merch & Swag,"McCartney Multimedia, Inc.  322 Culver Blvd., Ste. 124  Playa Del Rey, CA 90293",,"dischelp@ifanz.com, info@ifanz.com ",,ifanz.com,,,,,,,,
479,INDIEMERCHANDISING LLC,Merch & Swag,"34440 Vine St  Willowick, OH 44095    ext. 8922",['800-497-8816'],info@indiemerch.com ,,"indiemerch.com, indiemerchstore.com, indiemerchandising.com  ",,,"Tech-based e-commerce provider, merchandise manufacturer, wholesaler and retailer  for all areas of music merchandising ",,,,,
480,INDIEPOWER PROMOTION & MARKETING,Merch & Swag,"5062 Lankershim Blvd., #174  N. Hollywood, CA 91601",['818-505-1836'],info@indiepower.com ,,facebook.com/INDIEPOWERonline ,Jay Warsinske CEO (40+ year veteran) ,,"T-Shirts, Clothing, Caps, Accessories & Swag ",,,,,
481,JAK PRINTS,Merch & Swag,"Jakprints, Inc  3133 Chester Ave.  Cleveland, OH 44114",,"info@jakprints.com 877-246-3132, 216-622-6360  ",,jakprints.com ,,,"offset printing, screen printing, sticker printing, embroidery, more. ",,,,,
482,KILL THE 8,Merch & Swag,Canada,['416-531-6647'],orders@kt8merch.com ,,kt8merchandise.com,,,,,,,,
483,KLUCH CLOTHING CO.,Merch & Swag,"215 S.E. 8th Ave.  Boynton Beach, FL 33435",['561-734-9665'],sales@kluch.com ,,kluch.com,,,,,,,,
484,KUNG FU NATION MUSIC MERCHANDISE,Merch & Swag,"1720 Capital Blvd.  Raleigh, NC 27604","['877-826-0518', '919-834-0230']",info@kungfunation.com ,,kungfunation.com,,,,,,,,
485,MERCHNOW,Merch & Swag,+1-,"['888-387-3343', '518-458-9563']",support@merchmonkey.com ,,merchnow.com,,,,,,,,
486,PICKGUY,Merch & Swag,"P.O. Box 1833  Southgate, MI 48195",['734-626-9756'],info@pickguy.com ,,pickguy.com,,,,,,,,
487,PLATINUM MONARCH DESIGN,Merch & Swag,"P.O. Box 922182  Sylmar, CA 91392-2182  1-",['888-889-2630'],,,platinummonarchdesign.com ,,,"websites, logos, flyers, cd covers, postcards, t-shirts and more ",,,,,
488,PORT MERCH,Merch & Swag,"1635 Old Louisburg Rd  Raleigh, NC 27607",['919-713-0078'],"chip@portmerch.com Web : portmerch.com  Services : Port Merch is a full service merchandise  company providing solutions for bands, artists and  record labels. ",,,,,,,,,,
489,ROCKIT DESIGN,Merch & Swag,N.Y.C. Area,,art@rockitdesign.com ,,rockitdesign.com ,Richard Nelson ,,"Tour & Retail Merchandise Design,CD, DVD and Vinyl Package Design, Posters.  Providing Service to the Music, Sports &  Entertainment Industry for Over 30 Years. ",,,,,
490,SCHOOL KIDS RECORDS,Merch & Swag,"2237 Avent Ferry Rd. Ste 101  Raleigh, NC",,skidschapelhill@gmail.com 919-960-9272 ,,schoolkidsrecords.com   ,,,,,,"   405-C W Franklin St.  Chapel Hill, NC 27516  ",,
491,SMI PROMO,Merch & Swag,"25040 Avenue Tibbitts, Suite A  Valencia, CA 91355",['800-401-4488'],orders@smipromo.com ,,smipromo.com,,,,,,,,
492,STICKER JUNKIE,Merch & Swag,"10744 Prospect Avenue  Suite A - Santee, CA 92071",['619-328-6275'],customerservice@stickerjunkie.com ,,stickerjunkie.com,,,,,,,,
493,VICTORY SCREEN PRINTING,Merch & Swag,"346 N. Justine St., Ste 504  Chicago, IL 60607",['312-666-8661'],info@shirts-now.com ,,shirts-now.com ,Mike Gilman ,,"Your one stop shop for custom screen printed  apparel. Speedy turnaround,  competitive pricing, worldwide shipping, and always  friendly customer service. ",,,,,
494,BANDCAMP,Promo Site,,,,,bandcamp.com ,,,"promote music, all genres ",,,,,
495,BANDS IN TOWN,Promo Site,,,,,bandsintown.com ,,,,,,,,shows
496,BAND VISTA,Promo Site,,,,,bandvista.com ,,,,,,,,band website creation
497,BANDZOOGLE,Promo Site,,,,,bandzoogle.com ,,,,,,,,band website creation
498,BOMBPLATES,Promo Site,,,,,bombplates.com ,,,,,,,,band website creation
499,DJ BOOTH,Promo Site,,,,,djbooth.net ,,,,,,,,"hip-hop promo, music reviews"
500,EVENTFUL,Promo Site,,,,,eventful.com ,,,,,,,,shows
