Unnamed: 0,Name,Address,Phone,Fax,Mailing,Email,Web,Contact,Additional locations,Degrees/Certificates Offered,Program and Facilities Description,Services,Duration,Basic Rate,Clients,Notes
286,UNIVERSITY OF NORTH CAROLINA  SCHOOL OF ARTS,"1533 S Main Street  Winston Salem, NC 27127",,,,admissions@uncsa.edu ,uncsa.edu,,,,,,,,,
287,UNIVERSITY OF NORTH DAKOTA  MUSIC ARTS & SCIENCES  ,"Hughes Fine Arts Center, Room 110  3350 Campus Rd., Stop 7125  Grand Forks, ND 58202",['701-777-2644'],,,und.music@und.edu ,arts-sciences.und.edu/academics/music,,,,,,,,,
288,BALDWIN-WALLACE COLLEGE,"275 Eastland Rd.  Berea, OH 44017-2088",['440-826-2900'],,,info@bw.edu ,bw.edu/schools/conservatory-music ,"Susan VanVorst, Dean Conservatory of Music  ",,,,,,please call or see web for info,,
289,BRECKSVILLE SCHOOL OF MUSIC,"10633 Fitzwater Rd.  Brecksville, OH 44141",['440-526-1004'],,,info@brecksvillemusicstudio.com ,brecksvillemusic.com ,,,,,,,please call for info,,
290,CAPITAL UNIVERSITY,"1 College and Main  Columbus, OH 43209",['614-236-6011'],,,admission@capital.edu ,capital.edu/Conservatory ,,,"B.M. in Music Technology, B.A. in Music Technology ",,,,,,
291,CASE WESTERN RESERVE UNIVERSITY,"Department of Music  11118 Bellflower Rd.  Cleveland, OH 44106",['216-368-2400'],,,music@case.edu ,music.case.edu,,,,,,,,,
292,CLEVELAND INSTITUTE OF MUSIC,"11021 E. Blvd.  Cleveland, OH 44106-1705",['216-791-5000'],,,admissions@cim.edu ,cim.edu ,,,,,,,Call or view online,,
293,"CLEVELAND MUSIC SCHOOL SETTLEMENT, THE","11125 Magnolia Dr.  Cleveland, OH 44106",['216-421-5806'],,,info@themusicsettlement.org ,themusicsettlement.org ,,,,,,,please call or see web for info,,
294,COLLEGE-CONSERVATORY OF MUSIC,"University of Cincinnati  Mary Emery Hall  P.O. Box 210003  Cincinnati, OH 45221-0003",['513-556-6638'],,,,ccm.uc.edu/music.html ,,,,,,,please call or see web for info,,
295,FIREFLY STUDIOS,"Toledo, OH",['419-350-6454'],,,fireflystudios@firefly419.com ,firefly419.com ,,,,,,,,,"We offer guitar, piano, bass and drum lessons "
296,HOCKING COLLEGE,"Music Production Business & Performance  3301 Hocking Pkwy.  Nelsonville, OH 45764",['740-753-7050'],,,admissions@hocking.edu ,hocking.edu/programs/music,,,,,,,,,
297,INTERNATIONAL COLLEGE OF BROADCASTING,"6 S. Smithville Rd.  Dayton, OH 45431",['855-896-3733'],,,,"icb.edu Program : Degrees in Radio/TV, Recording/Voice,  Broadcasting I ",,,,,,,,,
298,MALONE UNIVERSITY,"2600 Cleveland Ave.  Canton, OH 44709","['800-521-1146', '330-471-8381']",,,ihamilton@malone.edu ,malone.edu ,"Linda Hamilton, Admin. Assistant ",,B.A. in Music Production,,,,,,
299,MEDUSA RECORDING INSTITUTE,"2403 South Ave.  Youngstown, OH 44502",['480-213-3327'],,,mandraerocks@yahoo.com ,facebook.com/MedusaRecordingInstitute willferraro.com ,,,,,,,,,
300,OBERLIN COLLEGE  CONSERVATORY OF MUSIC  ,"39 W. College St.  Oberlin, OH 44074-1588","['440-775-8413', '800-622-6243']",,,,oberlin.edu/conservatory ,,,,,,,please call or see web for info,,
301,OHIO NORTHERN UNIVERSITY,"The Music Department  525 S. Main St.  Ada, OH 45810",['419-772-2000'],,,,onu.edu/arts_sciences/music,,,,,,,,,
302,OHIO UNIVERSITY,"School of Music  497 Glidden Hall  Athens, OH 45701",['740-593-4244'],,,music@ohio.edu ,ohio.edu/finearts/music,,,,,,,,,
303,OWENS COMMUNITY COLLEGE,"Fine and Performing Arts  30335 Oregon Rd.  Perrysburg, OH 43551",['567-661-6000'],,,,owens.edu/fpa/music ,"Jeremy Meier, Dept. Chair ",,,,"Associate of Applied Science Music Education/ Performance, Music Business Technol-  ogy Certificate, Popular Music Certificate and the  Associate Art in Music Education/Performance ",,,,
304,THE HALSEY INSTITUTE,"Jim Halsey Company  161 Calhoun Street  Charleston, SC 29401",['918-628-0400'],,,halsey@cofc.edu ,halsey.cofc.edu/visit ,,,,,,,,,The Halsey Institute is dedicated to provid- ing the best possible specialized education  in the Music and Entertainment Business. 
305,HOLLAND HALL SCHOOL,"5666 E. 81st St.  Tulsa, OK 74137",['918-481-1111'],,,,hollandhall.org,,,,,,,,,
306,OKLAHOMA STATE UNIVERSITY,"Michael and Anne Greenwood School of Music  102 Greenwood School of Music  Stillwater, OK 74078",['405-744-6133'],,,osumusic@okstate.edu ,music.okstate.edu,,,,,,,,,
307,ORAL ROBERTS UNIVERSITY,"7777 S. Lewis Ave.  Tulsa, OK 74171","['918-495-6161', '800-678-8876']",,,music@oru.edu ,oru.edu,,,,,,,,,
308,OU SCHOOL OF MUSIC,"University of Oklahoma  500 W. Boyd  Norman, OK 73019",['405-325-2081'],,,,music.ou.edu,,,,,,,,,
309,UNIVERSITY OF CENTRAL,,,,,,,,,,,,,,,
310,OKLAHOMA,"School of Music  100 N. University Dr.  Edmond, OK 73034",['405-974-5686'],,,blamb@uco.edu ,uco.edu/cfad/academics/music,"Brian Lamb, Director ",,,,,,,,
311,AMERICAN SCHOOL OF LUTHERIE,"Portland, OR 97225",['503-292-2385'],,,info@americanschooloflutherie.com ,americanschooloflutherie.com ,,,,,,,please call or see web for info,,
312,MUSIC TOGETHER OF PORTLAND,"c/o Julie Chiles  Portland, OR",['503-236-4304'],,,julie@musictogether-pdx.com ,musictogether-pdx.com ,,,,,,,please call for info,,
313,OREGON MUSIC ACADEMY,"Tigard Oregon Music Academy  11555 S.W. Durham Rd., Ste. A4  Tigard, OR 97224",['503-616-7161'],,,,oregonmusicacademy.com ,,,,,,,please call or see web for info,,
314,OREGON STATE UNIVERSITY,"College of Liberal Arts  214 Bexell Hall  Corvallis, OR 97331",['541-737-0561'],,,,liberalarts.oregonstate.edu ,,,"B.A., B.F.A., M.F.A.",,,,,,
315,ROCK N ROLL CAMP FOR GIRLS,"P.O. Box 11324  Portland, OR 97211",['503-833-2953'],,,info@girlsrockcamp.org ,girlsrockcamp.org ,Marisa Anderson ,,,,"The Rock n Roll Camp for Girls, a 501(c)3 non-profit, builds girls self-esteem through  music creation and performance. Providing work-  shops and technical training, we create leadership  opportunities, cultivate a supportive community of  peers and mentors, and encourage social change  and the development of life skills.  ",,please call or see web for info,,
316,ROCK N ROLL FANTASY CAMP,"888-ROC-BAND, ,  ,  ext. 4","['888-762-2263', '323-370-7033', '888-762-2263']",,,taylor@rockcamp.com ,rockcamp.com ,,,,,"Rock n Roll Fantasy Camp is the ultimate music experience.  For the novice and the expert, the amateur and the  aficionado, we make rock n roll dreams come true.  Simply stated, our mission is to bring  peoples musical fantasies to life!  ",,please call or see web for info,,
317,SCHOOL OF MUSIC & DANCE,,,,,,,,,,,,,,,
318,UNIVERSITY OF OREGON,"1225 University of Oregon  Eugene, OR 97403-1225",['541-346-5268'],,,SOMAFrontDesk@uoregon.edu ,music.uoregon.edu ,Undergraduate information: audition@ uoregon.edu;  Graduate Information: gradmus@ uoregon.edu;  Admissions: gmusadm@uoregon.edu  ,,"B. Mus, B.A., B.S., M.Mus, M.A., M.F.A., D.M.A., Ph.D.  ",,"Composition, Music Education, Perfor- mance Studies, Piano Pedagogy, Jazz Studies,  Theory, Music Technology, and more including  Dance  ","4 year bachelors, 2-3 masters, 4-5 doctoral ",,,
319,WESTERN OREGON UNIVERSITY,"Department of Music  Smith Hall  345 N. Monmouth Ave.  Monmouth, OR 97361",,,,killipl@wou.edu ,wou.edu/music,"Laura Killip, Program & Facilities Coordinator  503-838-8461 , 503-838-8340  ",,,,,,,,
320,"ACADEMY OF MUSIC, THE","240 S. Broad St.  Philadelphia, PA 19102",['215-893-1999'],,,info@academyofmusic.org ,academyofmusic.org ,,,,,,,please call or see web for info,,
321,CARNEGIE MELLON SCHOOL OF MUSIC,"College of Fine Arts  5000 Forbes Ave.  Pittsburgh, PA 15213-3815",['412-268-2372'],,,music-office@andrew.cmu.edu ,music.cmu.edu ,"Katherine Heston, Asst. Dir. of Music Admission ",,,,,,,,
322,"CURTIS INSTITUTE OF MUSIC, THE","1726 Locust St.  Philadelphia, PA 19103",['215-893-5252'],,,admissions@curtis.edu ,curtis.edu,,,,,,,,,
323,DREXEL UNIVERSITY,"Antoinette Westphal College of Media Arts &  Design  3141 Chestnut St.  Philadelphia, PA 19104","['215-895-1380', '215-895-2000']",,,westphaladm@drexel.edu ,drexel.edu/westphal,,,,,,,,,
324,GROVE CITY COLLEGE,"Department of Music  100 Campus Dr.  Grove City, PA 16127-2104",['724-458-2000'],,,info@gcc.edu ,gcc.edu/music,,,,,,,,,
325,KUTZTOWN UNIVERSITY,"114 Old Main  Kutztown, PA 19530",['610-683-4550'],,,music@kutztown.edu ,kutztown.edu,,,,,,,,,
326,LEBANON VALLEY COLLEGE,"101 N. College Ave. Blair  110 Annville, PA 17003",['717-867-6277'],,,snyder@lvc.edu ,lvc.edu/music ,"Jeffrey S. Snyder, Professor & Department Chair of Music  ",,"B.M. in Recording Technology, B.A. in Music Business ",,,,,,
327,MARLBORO MUSIC,"1528 Walnut St., Ste. 301  Philadelphia, PA 19102",['215-569-4690'],,,info@marlboromusic.org ,marlboromusic.org,,,,,,,,,
328,MARY PAPPERT SCHOOL OF MUSIC,"Duquesne University  600 Forbes Ave.  Pittsburgh, PA 15282",['412-396-6000'],,,admissions@duq.edu ,duq.edu/academics/colleges-and-schools/ music/index.php  ,,,"Bachelor of Music, Bachelor of Science ",,"Music Performance, Music Education, Music Therapy, Music Technology  ",4 years ,,,"Mary Pappert School of Music is a national leader in performance, music education, music  therapy, music technology and sacred music.  Also Graduate Degrees offered in performance,  composition, theory, music education, music tech-  nology and sacred music, plus an artist diploma in  performance. "
329,SETTLEMENT MUSIC SCHOOL,"P.O. Box 63966  Philadelphia, PA 19147-3966",['215-320-2601'],,,,smsmusic.org ,,,,,,,please call or see web for info,,
330,TEMPLE UNIVERSITY,"School of Media and Communications  Annenberg Hall  2020 N. 13th St.  Philadelphia, PA 19122",['215-204-8422'],,,Kleingraduate@temple.edu ,klein.temple.edu,,,,,,,,,
331,YORK COLLEGE OF PENNSYLVANIA,"Division of Music ,  Wolf Hall, Room 206C  441 Country Club Rd.  York, PA 17403",['715-846-7788'],,,gmuzzo@ycp.edu ,ycp.edu ,"Grace Muzzo, D.M.A.",,,,,,,,
332,THE UNIVERSITY OF RHODE ISLAND,"College of Arts and Sciences Department of Music  Fine Arts Center,  Ste. E 105 Upper College Rd.  Kingston, RI 02881",['401-874-2431'],,,music@uri.edu ,uri.edu/music,,,,,,,,,
333,SOUTH CAROLINA MIDLANDS AUDIO INSTITUTE,"209 S. Prospect St.  Columbia, SC 29205",['803-782-6910'],,,info@midlandsaudioinstitute.com ,midlandsaudioinstitute.com,,,,,,,,,
334,UNIVERSITY OF SOUTH CAROLINA,"School of Music  813 Assembly St.  Columbia, SC 29208",['803-777-4281'],,,ugmusic@mozart.sc.edu ,music.sc.edu,,,,,,,,,
335,UNIVERSITY OF SOUTH DAKOTA,"Department of Music  Warren M. Lee Center for Fine Arts  414 E. Clark St.  Vermillion, SD 57069",['605-658-3466'],,,music@usd.edu ,usd.edu/music,,,,,,,,,
336,BELMONT UNIVERSITY OF ENTERTAINMENT AND MUSIC BUSINESS,"1900 Belmont Blvd.  Nashville, TN 37212",['615-460-6453'],,,cembadmission@belmont.edu ,belmont.edu/cemb ,"Natalie Peterson, Admission Coordinator ",,,,"Music Business, (BBA), Masters in Busi- ness Admin, (MBA), Entertainment Industry Studies,  (BS, BA), Songwriting, (BS, BA), Audio Engineering  Technology, (BS, BA) ",,,,
337,THE BLACKBIRD ACADEMY,"2806 Azalea Pl.  Nashville, TN 37204","['855-385-3251', '615-385-2463']",,,info@theblackbirdacademy.com ,theblackbirdacademy.com,,,,,,,,,
338,BLAIR SCHOOL OF MUSIC,"Vanderbilt University  2400 Blakemore Ave.  Nashville, TN 37212",['615-322-7679'],,,,blair.vanderbilt.edu,"Molly Jewell, Dir. of Admissions ",,,,,,,,
339,GOSPEL MUSIC ASSOCIATION (GMA),"4012 Granny White Pike  Nashville, TN 37204",['615-242-0303'],,,info@gospelmusic.org ,gospelmusic.org ,,,,,"IMMERSE, 1 - 4 day Christian music training event ",,please call or see web for info ,,
340,GRO55 SCHOOL OF MUSIC,"5436 Oak Chase Drive  Can Ridge, TN 37013",['412-200-0520'],,,gro55schoolofmusic@gmail.com ,gro55schoolofmusic.com,,,,,,,,,
341,"KASPER HOME MUSIC STUDIOS, THE","927 Battlefield Dr.  Nashville, TN 37204",['615-383-8516'],,,,kaspermusic.com ,,,,,Small group and private group lessons for children and adults ,,please call for info ,,
342,MARK JOHNSON,"Nashville, TN",['615-587-2516'],,,markLaneBand@gmail.com ,theboardfoundation.com ,Mark ,,,,,,call for rates ,"All Ages, All Levels (Zoom available) Styles/Specialties : All Styles, Ear Training, Song-  writing, Music Theory, Music Business/Marketing,  Voice/ Vocals, Bass, Piano , Guitar ",
343,MIDDLE TENNESSEE STATE UNIVERSITY  SCHOOL OF MUSIC  ,"Box 47 MTSU  Murfreesboro, TN 37132",['615-898-2469'],,,askmusic@mtsu.edu ,mtsu.edu/music/staff.php ,"Angela Satterfield, Music Admissions ",,"B.M., M.A.",,,,,,
344,MUSIC LAB NASHVILLE,"500 Wilson Pike Cir., Ste. 104  Brentwood, TN 37027",['615-371-8086'],,,nashville@musiclab.co ,nashville.musiclab.co ,,,,,"piano, voice, guitar, Kindermusik and Musical Theatre ",,please call for info ,,
345,NASHVILLE JAZZ WORKSHOP,"1012 Buchanan Street  Nashville, TN 37208  615-242-JAZZ (5299)",,,,info@nashvillejazz.org ,nashvillejazz.org ,,,,,,,please call for info,,
346,NASHVILLE SCHOOL OF ARTS,"Magnet School  1250 Foster Ave.  Nashville, TN 37210",['615-291-6600'],,,nsa@mnps.org ,nsa.mnps.org ,Dr. Gregory Stewart Principal ,,,,,,please call for info,,
347,PELLISSIPPI STATE COMMUNITY COLLEGE,"10915 Hardin Valley Rd.  P.O. Box 22990  Knoxville, TN 37933",['865-694-6400'],,,startstrong@pstcc.edu ,pstcc.edu,,,,,,,,,
348,RHODES COLLEGE,"Mike Curb Institute  2000 North Parkway  Memphis, TN 38112","['800-844-5969', '901-843-3786']",,,bassj@rhodes.edu ,Rhodes.edu/academics/majors-minors/ music ,"John Bass, Dir. of the Mike Curb Institute ",,,,,,,,
349,SAE INSTITUTE,"7 Music Cir. N.  Nashville, TN 37203","['615-244-5848', '800-872-1504']",,,Nashville@sae.edu ,"Nashville.sae.edu See website for locations in: Georgia, California,  Florida, Illinois & New York ",,,,,,,,,
350,SKY STUDIOS,"330 Franklin Road, Suite 276B  Brentwood, TN 37027",['615-371-1661'],,,info@skystudiostn.com ,skystudiostn.com ,,,,,,,please call for info,,
351,SHUFFS MUSIC,"118 3rd Ave. N.  Franklin, TN 37064",['615-790-6139'],,,,shuffsmusic.com ,,,,,,,please call for info,,
352,THE UNIVERSITY OF MEMPHIS,"Rudi E. Scheidt School of Music  Music Building,  3800 Central Ave.  Memphis, TN 38152",['901-678-3766'],,,musicadmissions@memphis.edu ,memphis.edu/music,,,,,,,,,
353,"WAVES, INC.","2800 Merchants Dr.  Knoxville, TN 37912",['865-909-9200'],,,,waves.com,,,,,,,,,
354,AUDIO ENGINEERING INSTITUTE,"2477 N. Loop 1604 E.  San Antonio, TX 78232",['210-627-4780'],,,email@audio-eng.com ,Audio-eng.com,,,,,,,,,
355,THE BLACK ACADEMY,"Dallas Convention Center Theater Complex  1309 Canton St.  Dallas, TX 75201",['214-743-2440'],,,info@tbaal.org ,tbaal.org ,,,,,"The Black Academy of Arts and Letters, Inc., is a multi-discipline arts institution whose  mission is to create and enhance an awareness  and understanding of artistic, cultural and aesthetic  differences utilizing the framework of African,  African American and Caribbean Arts and Letters.  Additionally, its purpose is to promote, cultivate,  foster, preserve and perpetuate the African, African  American and Caribbean Arts and letters in the  Fine, Literary, Visual, Performing and Cinematic  Arts. ",,,,
356,DALLAS BAPTIST UNIVERSITY,"3000 Mountain Creek Pkwy.  Dallas, TX 75211","['214-333-5316', '214-333-5311']",,,,dbu.edu,,,,,,,,,
357,"DALLAS SCHOOL OF MUSIC, INC.","14376 Proton Road  Dallas, TX 75244",['972-380-8050'],,,lessons@dsminfo.com ,dsminfo.com,,,,,,,,,
358,DEL MAR COLLEGE,"Department of Music Fine Arts Center  101 Baldwin Blvd.  Corpus Christi, TX 78404",['361-698-1211'],,,music@delmar.edu ,delmar.edu/music,,,,,,,,,
359,FRISCO SCHOOL OF MUSIC,"9255 Preston Rd.  Frisco, TX 75034",['214-436-4058'],,,music@fsmfspa.com ,fsmfspa.com ,,,,,,,please call for info,,
360,INSTITUTE FOR MUSIC RESEARCH,"UTSA Department of Music  One UTSA Circle  San Antonio, TX 78249",['210-458-4354'],,,ApplyMusic@utsa.edu ,music.utsa.edu,,,,,,,,,
361,LONESTAR SCHOOL OF MUSIC,"4301 W. William Cannon  Austin, TX 78749",['512-598-4171'],,,,lonestarschoolofmusic.com ,," 915 Ranch Road, 620 South  Lakeway, TX 78734  512-808-9371  12010 Hwy 290 West #230  Austin, TX 78737  512-515-1214 ",,,,,please call or see web for info ,,
362,MEDIATECH INSTITUTE,"13300 Branch View Ln., Ste. 135  Dallas, TX 75234",['972-869-1122'],,,musicadmissions@uh.edu ,uh.edu/kgmca/music,," 3324 Walnut Bend Ln.  Houston, TX 77042  832-242-3426  ",,,,,,,
363,"SHEPHERD SCHOOL OF MUSIC, THE","Rice University  6100 Main MS-532  Houston, TX 77005",['713-348-3578'],,,pws2@rice.edu ,music.rice.edu,"Phyllis Smith, Music Admissions ",,,,,,,,
364,STEPHEN F. AUSTIN STATE UNIVERSITY,"School of Music  Box 13043, SFA Station  Nacogdoches, TX 75962",['936-468-4602'],,,,music.sfasu.edu ,"Gary T. Wurtz, Director",,,,,,,,
365,TEXAS STATE UNIVERSITY  SAN MARCOS  ,"School of Music  601 University Dr.  San Marcos, TX 78666",['512-245-2651'],,,music@txstate3.edu ,music.txstate.edu,,,,,,,,,
366,UNIVERSITY OF TEXAS AT AUSTIN,"Sarah and Ernest Butler  School of Music  2406 Robert Dedman Dr.,  Stop E3100  Austin, TX 78712",['512-471-7764'],,,,music.utexas.edu,,,,,,,,,
367,UNIVERSITY OF TEXAS AT  ARLINGTON  ,"700 W. Greek Row, Room 101  Arlington, TX 76010",['817-272-3471'],,,music@uta.edu,uta.edu/music ,,,,,,,,,
368,UNVERSITY OF NORTH TEXAS,"1155 Union Circle #311637  Denton, TX 76203",['940-565-2791'],,,music.information@unt.edu ,music.unt.edu,,,,,,,,,
369,BRIGHAM YOUNG UNIVERSITY,"C-500 Harris Fine Arts Center  P.O. Box 26410  Provo, UT 84602",['801-422-8903'],,,music@byu.edu ,music.byu.edu,,,,,,,,,
370,THE UNIVERSITY OF UTAH,"School of Music  1375 E. Presidents Cir.  Room 204  Salt Lake City, UT 84112",['801-581-6762'],,,m.chuaqui@utah.edu ,music.utah.edu,"Miguel Chuaqui, Dir. School of Music ",,,,,,,,
371,VERMONT COLLEGE OF FINE ARTS,"36 College St.  Montpelier, VT 05602  866-934-VCFA",,,,Carol.Beatty@vcfa.edu ,vcfa.edu/music-comp,"Carol Beatty, Program Director ",,,,,,,,
372,ACADEMY OF MUSIC,"1709 Colley Ave, Ste 392  Norfolk, VA 23517","['757-627-0967', '757-215-8633']",,,,aomva.org/wp ,,,,,,,please call or see web for info ,,3 locations in the Norfolk area
373,CONTEMPORARY MUSIC CENTER,"14155 Sullyfield Cir.  Chantilly, VA 20151",['703-817-1000'],,,info@contemporarymusiccenter.com ,contemporarymusiccenter.com ,," 4410 Costello Way  Haymarket, VA  571-261-5000 ",,,,,,,"Our facilities have 27 private instruction studios. Our teaching staff, who are the finest in the  area, are motivated and dedicated professionals. All  are active within the music community and bring  energy and enthusiasm to the educational process.  Along with innovative teaching techniques, our  staff prides itself on the ability to draw upon a  wealth of practical knowledge and exp.  "
374,CUE STUDIOS CENTER FOR AUDIO ENGINEERING  ,"109 Park Ave.  Falls Church, VA 22046",['703-532-9033'],,,school@cuerecording.com,centerforaudioengineering.com ,,,,,,,,,
375,JAMES MADISON UNIVERSITY,"School of Music  880 S. Main St., MSC 7301  Harrisonburg, VA 22807    Contact : Dr. John Allemeier",['540-568-6714'],,,schoolofmusic@jmu.edu ,jmu.edu/music,,,,,,,,,
376,LIBERTY UNIVERSITY,"1971 University Blvd.  Lynchburg, VA 24515",['434-592-6568'],,,som@liberty.edu ,liberty.edu/academics/music,,,,,,,,,
377,NATIONAL ASSOCIATION OF MUSIC EDUCATION,"1806 Robert Fulton Drive  Reston, VA 20191","['800-336-3768', '703-860-4000']",,,,nafme.org,,,,,,,,,
378,NORTHERN VIRGINIA COMMUNITY COLLEGE,"1000 Harry Flood Byrd Hwy.  Sterling, VA 20164",['703-845-6026'],,,jkolm@nvcc.edu ,nvcc.edu/programs/music/index.html,Dr. Jonathan Kolm ,,,,,,,,
379,OLD DOMINION UNIVERSITY,"2123 Diehn Center for the Performing Arts  1339 West 49 St.  Norfolk, VA 23529",['757-683-4061'],,,music@odu.edu ,odu.edu/musicdept ,,,"Music Production, Music Business, and Music Business/ Production. ",,,,,,
380,RADFORD UNIVERSITY,"103 Covington Center  P.O.Box 6968  Radford, VA 24142",,,,tchannell@radford.edu ,radford.edu,"Dr. Timothy L. Channell, Chair 540-831-5177  ",,,,,,,,
381,UNIVERSITY SHENANDOAH  CONSERVATORY  ,"1460 University Dr.  Winchester, VA 22601",['540-665-4581'],,,admit@su.edu ,su.edu/conservatory ,,,,,"Music, Recording, Composition, Sound Reinforcement, MIDI and Music Production ",,,,
382,VIRGINIA TECH DEPARTMENT  OF MUSIC  ,"School of The Peforming Arts  251B Henderson Hall  Blacksburg, VA 24061",,,,Jcrafton@vt.edu ,vt.edu/academics/majors/music.html,Jason Crafton 540-231-6713  ,,,,,,,,
383,BELLEVUE SCHOOL OF MUSIC,"2237 140th Ave., N.E.  Bellevue, WA 98005",['425-401-8486'],,,,bellevueschoolofmusic.com ,"Robert H. Wilson, Director ",,,,,,please call for info,,
384,EVERGREEN STATE COLLEGE,"2700 Evergreen Pkwy. N.W.  Olympic, WA 98505",['360-867-6000'],,,admissions@evergreen.edu ,evergreen.edu/performingarts,,,,,,,,,
385,JACK STRAW PRODUCTIONS,"4261 Roosevelt Way, N.E. Seattle, WA 98105",['206-634-0919'],,,JSP@jackstraw.org ,jackstraw.org ,"Joan Rabinowitz, Exec. Dir.",,,,,,,,
386,JAM ACADEMY MUSIC SCHOOL,"17802 134th Ave. N.E., Ste. 19  Woodinville, WA 98072",['425-906-4766'],,,info@JamAcademy.com ,jamacademy.com,,,,,,,,,
387,MIRROR SOUND STUDIOS,"301 N.E. 191st St.  Seattle, WA 98155",['206-440-5889'],,,info@mirrorsound.com ,mirrorsound.com ,,,,,"Audio Recording Course, 8-week program ",,,,
388,MUSIC CENTER OF THE  NORTHWEST  ,"901 N. 96th St.  Seattle, WA 98103",['206-526-8443'],,,office@mcnw.org ,musiccenternw.org,,,,,,,,,
389,MUSIC WORKS NORTHWEST,"1331 118th Ave. S.E., Ste. 400  Bellevue, WA 98005",['425-644-0988'],,,registration@musicworksnw.org ,musicworksnw.org,,,,,,,,,
390,SEATTLE DRUM SCHOOL,"12729 Lake City Way N.E.  Seattle, WA 98125",['206-364-8815'],,,info@seattledrumschool.com ,seattledrumschool.com ,," 1010 S. Bailey  Seattle, WA 98108  206-763-9700 ",,,,,,,
391,SHORELINE COMMUNITY COLLEGE,"Music Department, Bldg. 800  16101 Greenwood Ave. N.  Shoreline, WA 98133",['206-546-7632'],,,teggers@shoreline.edu ,shoreline.edu/music,,,,,,,,,
392,WEST VIRGINIA UNIVERSITY,"School of Music  1436 Evansdale Dr.  PO Box 6111  Morgantown, WV 26506",['304-293-5511'],,,music@mail.wvu.edu ,music.wvu.edu,,,,,,,,,
393,MOUNTAIN MUSIC FESTIVAL,"Ace Adventure Resort Concho Road  Oak Hill, WV 25901",['877-382-5893'],,,info@mountainmusicfestwv.com ,mountainmusicfestwv.com,,,,,,,,,
394,LAWRENCE UNIVERSITY SCHOOL OF MUSIC,"711 E. Boldt Way  Appleton, WI 54911",['920-832-7000'],,,,lawrence.edu/conservatory,,,,,,,,,
395,UNIVERSITY OF WISCONSIN - MADISON  SCHOOL OF MUSIC  ,"3561 Moose Humanities Bldg.  455 N. Park St.  Madison, WI 53706",['608-263-1900'],,,music@music.wisc.edu ,music.wisc.edu ,,,,,,,please call or see web for info,,
396,WISCONSIN CONSERVATORY  OF MUSIC  ,"1584 N. Prospect Ave.  Milwaukee, WI 53202",['414-276-5760'],,,info@wcmusic.org ,wcmusic.org ,,,,,,,please call or see web for info,,
397,UNIVERSITY OF WISCONSIN OSHKOSH  MUSIC DEPARTMENT  ,"800 Algoma Blvd.  Oshkosh, WI 54901",['920-424-4224'],,,music@uwosh.com ,uwosh.edu/music,,,Degree : B.M. in Recording Technology ,,,,,,
398,CASPER COLLEGE,"School of Music  125 College Dr.  Casper, WY 82601",['307-268-2537'],,,unruh@caspercollege.edu ,caspercollege.edu/music ,"Eric Unruh, Dean, School of Fine Arts & Humanities ",,,,,,,,
399,UNIVERSITY OF WYOMING,"Department 3037  Fine Arts Center, Rm 258  1000 E. University Ave.  Laramie, WY 82071",['307-766-5242'],,,musicdpt@uwyo.edu ,uwyo.edu/music,,,,,,,,,
400,BERKLEE COLLEGE OF MUSIC CAMPUS AND  SUMMER PROGRAMS  ,"Palau de les Arts Reina Sofia  Anexo Sur  Avenida Profesor Lopez Pinero,  1 46013 Valencia (Spain)  +34 963-332-802",,,,admissionsvalencia@berklee.edu ,valencia.berklee.edu/contact-us ,,,B. M. or M. A.,,,,,,
401,THE BANFF CENTRE,"107 Tunnel Mountain Dr.,  Box 1020  Banff, Alberta, Canada T1L 1H5",['403-762-6100'],,,,banffcentre.ca,,,,,,,,,
402,CONSERVATOIRE DE PARIS,"209 Ave. Jean Jaurs  75019 Paris, France  +33 1 40 40 45 45",,,,,conservatoiredeparis.fr,,,,,,,,,
403,GUILDHALL SCHOOL OF MUSIC & DRAMA,"Silk Street, Barbican  London EC2Y 8DT,  United Kingdom  +44 20 7628 2571",,,,,gsmd.ac.uk,,,,,,,,,
404,HARRIS INSTITUTE,"118 Sherbourne St.  Toronto, Ontario, Canada, M5A 2R2","['416-367-0178', '800-291-4477', '416-367-5534']",,,info@harrisinstitute.com ,harrisinstitute.com ,,,Diploma ,,The program names have changed. Producing/Engineering Program is now  Audio Production Program (APP) and Recording  Arts Management is now Arts Management  Program (AMP)  ,,please call or see web for info ,,"The Faculty of 67 leading industry profes- sionals is complemented by a wide range of music  industry guest lecturers. Full-time programs are  followed by Internship Placements at companies  throughout the music industry and  start in March, July and Nov. "
405,THE INSTITUTE OF CONTEMPORARY  MUSIC PERFORMANCE  ,Foundation House  1A Dyne Rd.  London NW6 7XG  +44 (0),['207 328 0222'],,,enquiries@icmp.ac.uk ,icmp.co.uk ,,,,,"With over 25 years of experience in the sector, the Institute is considered by many to be  one of the pioneers of contemporary music educa-  tion in the country, leading the way with innovative  courses and services. Home of the legendary Guitar  Institute, we are respected throughout both the  music education sector, as well as by the music  industry! We also provide a wide range of clinics,  master classes, showcases and gigs to provide  students with that real world experience and  opportunity. And our extensive range of industry  contacts, partnerships and connections ensures  that Institute students always get a head start in  the music industry. ",,please call or see web for info ,,
