venue_name,user,user_location,date,review,star_rating
Bottom of the Hill,Jaye C.,"San Francisco, CA","Jan 6, 2008","I came here to watch Judgment Day with the Botticelli's a few months ago. It's quite a small venue and I truly believe that who ever built this place forgot about the bathroom and just pretty much placed it whereever there was extra space (keep in mind that the space here is already limited). The restroom won't accomodate for more than 2 people just so you know.Upon entering you see the stage.. and yes there's also the dance floor where all these dumb hxc kids kill the mood. Luckily for me that night, I was sitting in the front on top of the ginormous sub woofer and didn't have to fight the rest of the night. Towards the back, past restroom is a pool table and a few couches where you can sit and babysit your alcohol, but it doesn't entirely tune out the deafening music. Alcohol here is pretty basic from what I remember, I recommend pre-drinking so that way none of the lame hxc dancers knock the drink off your hands. FInding parking wasn't as bad as I'd anticipated it to be, but becuase it's located in an obscure place, I couldn't help but wonder if my car had been broken into or not. I like the venue, I just don't like the location.",3
Bottom of the Hill,Slasha S.,"San Francisco, CA","Jan 6, 2008","FUCK THIS PLACE!!!!!! Those motherfuckers took my fucking fake ID!!!! I stood around naked in front of a camera for 8 hours to afford that fake ID!!! Granted, it was a very bad fake and I don't need it anymore, but still. He could have just said ""Are you kidding?"" and given it back, but no. He fucking took it and it was gone. FOREVER. I mean, it was an all ages show so I guess I shouldn't have even tried to use it, and I got drunk there anyways, but it was still a total bummer. That motherfucker. Other than that I actually really liked this venue a lot. It was small so I got to hang out with the bands, there was a generally good vibe (except for the asshole door guy who took my fucking ID), a pool table, a patio, and a nice mosh pit. I saw my favorite band, Skeleton Key, here and ended up taking their drummer to my apartment... too bad I don't remember what we did. Evil, evil drunk. I'll probably be back here next time a band I like plays.",2
Bottom of the Hill,Antonio A.,"Sacramento, CA","Dec 17, 2007","Good Live music venue, I haven't lived in the area very long, but so far I like this place the best in the Bay Area.Shows are more personal here, crowds have been decent, and the Soundsystem is great.",5
Bottom of the Hill,Megan D.,"San Francisco, CA","Dec 13, 2007","Oh man, this is such a great place to see bands that you really love.  You get to be right up in their faces and see which chords they're playing.  I love the intimacy.It totally doesn't need another review, but I just had a great night here and had to Yelp about it.  You should see a show here, soon.",5
Bottom of the Hill,Levi B.,"San Diego, CA","Dec 8, 2007","Great venue.  Small enough to feel personal, yet big enough to have a great sound system.  I've seen to rock shows and a rap show so far and they were all great productions.  Hat's off to bottom of the hill for running a quality establishment!",5
Bottom of the Hill,Paul B.,"Denver, CO","Nov 29, 2007","I wouldn't say that BotH is the best venue in the city, but it's damned sure a great one.  Years ago, I had only arrived by car, and it was a case of driving down to the bottom of a big-assed hill.  (No irony points for the venue name, I suppose.)  So being currently bicycle-bound and living in the east bay, I was trepidacious about trying to catch a show there.  Turns out, it's not an issue.  If you approach the venue from 7th St, continue for a block on Mississippi, and loop around 17th St, you're there without combating any inclines.  Late-night exodus is just as easy-- 7th St. takes you to Market, where you can catch the all-night 800 AC Transit.",4
Bottom of the Hill,C A.,"San Francisco, CA","Nov 29, 2007","Hands down, best sound in the city. As a performer, the engineer really tailors to your needs. The booker is a doll, and the rest of the staff is really genuine and supportive of the artist.Drinks are a bit too pricey for me. However, they compensate with only the best local acts. It's worth it. I always have a good time here.",4
Bottom of the Hill,Veronica W.,"San Rafael, CA","Nov 21, 2007","I've only been here a few times, but I have to say that this has quickly become one of my favorite venues. It's small, which I like; you can actually relate to the music as opposed to it being blasted to you. The bands that come here want the fans/listeners/etc. to feel the music versus the capitalistic drive to sell high-priced tickets. The stage is a little high for this size of a venue, but it kind of works out if you're in the back or stuck behind some insanely tall person. Bar-wise, they have a good selection of beers on tap and make strong drinks, all reasonably priced. Also, the bartenders are attentive and polite, something that I've rarely experienced at such places. In the back is a pool table and there is a patio off to the side where you can smoke. The bathroom is tiny and usually flooded to some extent, but this seems to be the case for every place that has live music. Oh, and because it's out of the way, parking is super easy. Major plus.",5
Bottom of the Hill,Francis K.,"Phoenix, AZ","Nov 19, 2007","I saw IAMX here a few weeks ago and whilst the show was amazing and I loved the decor of the venue, cheap and strong drinks, and cute girls prancing about the sound system did leave a bit to be desired.  Besides that one minor flaw however, this place is a pretty damn good venue to catch an intimate concert...",4
Bottom of the Hill,Lauren S.,"San Leandro, CA","Nov 15, 2007","Awesome, intimate spot to see local artists- great bar, yummy beer on tap, pretty mellow scene, non-jerk-ball bouncers, and its ALWAYS about the music. Yes... that's important.I saw Chiara Angelicola, also of Morning Theory here, and she fully rocked my world. Bottom of the Hill is kinda out of the way, but easy parking as a result.",5
Bottom of the Hill,Andreas T.,"San Francisco, CA","Nov 5, 2007","The SF staple for shows. Unpretentious, grimey and awesome. No overloaded security guards on sterroids. They have a cool little dinner built into the side wall for greasy snacks if you are hungry. Drinks are poured strong and mean. Outdoor patio for mingling and smoking. Awesome variety of bands roll through this place.Crowd is usually always positive and into the music, haven't seen a fight here yet. It's always good times here.Check out my friend's site, there are many pictures documenting shows at this venue if you've never been and wanna see what the experience is like:http://www.marginalink.com/general_admission/",5
Bottom of the Hill,Lauren V.,"San Francisco, CA","Nov 4, 2007","can we say FUCK YA?!FUCCCCK YAand go get yourself bbq when they have it, it's tasty mctastersons. I haven't been here in a  bit, but it is still one of the best venues to me in this great city",5
Bottom of the Hill,Ryan R.,"San Francisco, CA","Oct 25, 2007","Bottom of the Hill is a rock n' roll playhouse.  Sans ballpit.However, what it lacks in ballpit-y-ness, it makes up for in beer!WIthout a doubt, the best pint of Anchor Steam in the city is at Bottom of the Hill...outside of the actual brewery itself, of course.So crisp, so bubbly, I think they have their taps connected to the vats in the brewery up the hill.  On special nights, you can sometimes even smell the hops as you walk up to the venue...truly the nectar of the gods.",5
Bottom of the Hill,Jeffrey A.,"Glendale, CA","Oct 23, 2007","Although the stage is unreasonably tall for the size of the venue, this is a great club and has hosted a myriad of bands big and small (but mostly small). Maybe the dramatic stage guarantees short/average height folk like myself a good view though...Really festive decour in the place. One of the walls fuses elements of California architecture with a Dr. Seuss aesthetic. They have that psychadelic window on stage and a smoking courtyard for those who hate themselves. It seems like a really mellow neighborhood so you can park on the street without feeling paranoid, which is crucial since I think this place is pretty far from any parking garage. A great spot to see live music in the city.",4
Bottom of the Hill,Melanie C.,"Marin County, CA","Oct 20, 2007","Local bands.Foreign bands.Cheap.Even on Monday nights.PLEASE dim the lights for those awkward moments when mediocre bands are on or great bands are getting warmed up... Would do wonders for the dance flo.Get your cab driver's cellie when you get dropped off, so you don't get stuck in BFE at the end of the night.",4
Bottom of the Hill,Wes M.,"San Francisco, CA","Oct 8, 2007","If bands like Honeycut played here all the time, it would easily be 5 stars.  They walk a masterful line of being hip yet unabashedly fun, retro yet fresh.As for BotH itself, well, I've heard favorable things from so many different people that I think I out-hyped it a bit in my mind.  Not that there's anything wrong with it--it's small, no attitude, and has a funky, cartoon-retro decor (am I the only one who was reminded of a Dick Tracy set?).  All in all it's certainly in the top tier of SF music spots.  But still, it doesn't top Cafe du Nord for that perfect atmosphere.  But there was an added bonus for a tired old man like me: a nice back room with plenty of couch space and a pool table.  I have to confess we sat back here and drank through both of the openers, partly to keep our feet fresh for Honeycut and partly because the openers weren't very good.  There's also a patio to get some fresh air in, which is a nice touch, but for God's sake bring a jacket if you're going out there.Oh, and while I'm admitting to being old, could they have started the show at 9 instead of 10?  I hate it when the headliners don't even start till midnight.",4
Bottom of the Hill,Daisy S.,"San Francisco, CA","Oct 3, 2007","Local music can be really good or it can be really, really bad, small venues can be great or they can be crumby.Bottom of the Hill has been all these things but usually on the good side. The real problem is when I go to a show I have to get up on stage and dance around sharing my poop with the audience! Ever body usually thinks it's gross at first but in a little while they see the beauty in my gift!Last time I was here I had a beer family and started my very own pit; it was like I was a lad again.What can I tell you that you haven't already read? I don't know but I think I smoked a couple cigarettes here last time I was here.",4
Bottom of the Hill,Christy I.,"San Francisco, CA","Sep 28, 2007","I love this place.  It feels like a pub and the stage is small so you feel so close to the music.  Being able to see the whites of the performer's eyes versus barely able to see the performer... can't beat that.  oh, and parking?   plentiful.",5
Bottom of the Hill,Matt L.,"Gainesville, FL","Sep 26, 2007","I recently went to see my friend's band play at BOTH and I was pleased to see that little has changed with this place since when I used to go a lot more regularly. BOTH is still a stalwart mainstay of SF music. BOTH is the place to see your favorite band. BOTH will not give you fresh breath, however.There is nothing classy about the joint, but it isn't a hell-hole either. The bar is cleverly located near the door and serves cheap drinks as long as you know to stick to the bottom of the shelves (aka BOTS). If you want Kettle One, expect to pay 11 dollars and have the adjacent hipsters snicker at you as you help subsidize the PBR keg. The booking is top notch and somehow manage to get bands that you'd never think would still play at such an ""intimate"" venue. The stage feels close even from the soundboard at the back of the room, but if you want to be off the beat, you can sneak out back for some pool in the back room out have a smoke out on the porch and peer in the artsy peephole of a window to look at the bands' butts. This place is a San Francisco staple and all signs indicate it isn't going anywhere.",5
Bottom of the Hill,Nick D.,"San Francisco, CA","Sep 22, 2007",Ramona is the best booker in America!,5
Bottom of the Hill,Emily M.,"Redwood City, CA","Sep 16, 2007","Haven't been to BOTH in a long time but I've seen some good shows there - Ben Lee, Idlewild, and Elf Power come to mind - and really awful openers. Pancake Circus, I'm looking at you. The bar is decent and parking has always been easy every time I've been here. One of my fondest memories is having a serious conversation with a friend as we were sitting outside in line waiting to go into a show and watching the lights of the city as we talked.",5
Bottom of the Hill,Shannon M.,"Brooklyn, NY","Sep 9, 2007","Dear Bottom of the Hill,I love you, even though we have been apart for awhile now.  Being car-less makes getting to you a bit of a trek.  And like Chloe S., I, too, hate the 22.  I promise to come by for a visit sooner than later....In this love letter, I want to thank you for a few things.  In my younger days, thank you for letting in my under-aged self to see some of my favourite bands, and in such an intimate venue!  In my older days, thanks so much for having a great bar, the better to indulge myself.I know you're small, but size isn't everything, baby.  It's how you work with what you've got, and you sure know how to work it.  The tiny little stage in the corner is ample enough space for a good sized band to play.  You even serve food, a really great attribute considering that the particular part of Potrero Hill in which you are located has few other dining options without hiking a ways.And your vibe?  Crazy cool, down-to-earth, and welcoming.  I really love when we're together, because I always go home feeling pleased.  It's just that damn 22-Fillmore that puts a damper on my mood sometimes.  But that has nothing to do with you, baby.Until next time...Shannon",5
Bottom of the Hill,Allegra F.,"San Francisco, CA","Sep 9, 2007","well worth the trip. the first time i went here i got off waaay to early from the 22. turns out it went right to the front door. also turns out that it never comes back to pick you up. i don't know where the 22 goes, but i sure wish it would come back.b.o.t.h. does a great job supporting local artists as well as larger tickets. frequently hosts the anticon crowd - hands down some of my favorite artists are on that label.will call always works, drinks are about average priced, and it hasn't been to squishy when i went. no one likes to squishy squish.",5
Bottom of the Hill,Jennie H.,"San Francisco, CA","Sep 7, 2007","Ideal small music venue. Looks like a dive, but has a nicely stocked bar, cheap food, and they don't oversell tickets to make it insanely crowded. We had no trouble finding parking or navigating our way out at the end. Not much more I can say that hasn't already been said. Definitely a place to catch some talented live musicians.",5
Bottom of the Hill,Wendy T.,"Alameda, CA","Sep 2, 2007","I went to my very first concert a couple of nights ago at Bottom of the Hill. Mae was playing (and they were pretty a-MAE-zing, ha.)Parking is pretty easy to find - there's plenty of free street parking on Texas St., although it's on a hill. Since I'm underage, I got the permanent marker X on both my hands and have no experience with the bar. It's pretty much in the middle of nowhere - a deserted lot, some factory-like buildings, and an auto repair shop are nearby. It was a pretty safe area though.The club is TINY, and the stage is even smaller, although that's part of what makes it so great. The atmosphere is very up close and personal, and if you're in the first couple of rows you're close enough to grab the setlist after the show, or even grab the band members (although I would highly advise against that). It's also pretty easy to find the band after the show (depending on how nice the band is). With strategic viewing between heads and taller people, anywhere in the club gives you a good view of the band.The staff is friendly, and they allow bags and cameras, though they do a quick flashlight check before you go in.",5
Bottom of the Hill,kiki b.,"New York, NY","Aug 24, 2007","Went for Boneless Children Foundation CD release party.  they rocked that place.  cover was less than $10...not bad to see a couple of bands.  dive bar prices, smoking patio, decent bathrooms.location was a little creepy, it felt more like a middle american truck stop neighborhood than SF.  Bottom of the hill definitely stuck out.they shut down at midnight, that sucked",4
Bottom of the Hill,mike V.,"Las Vegas, NV","Aug 20, 2007","This is one of the best places to see a show anywhere.  The only knock about this place is the corridor that leads to the back is always way too packed.Also, I don't know what it is about this place, but every time I go to a show here I have bubble gut and need to use the bathroom.  It has happened on three different occasions and every time the bathrooms were clean.  This alone is worth the five stars.",5
Bottom of the Hill,Amanda L.,"Half Moon Bay, CA","Aug 18, 2007","cool place - kind of a dive bar but not so nasty that you'd be afraid to use the restrooms, great variety of bands (kind of excessively loud though),  reasonably priced drinks, great crowd, and friendly bartenders",4
Bottom of the Hill,JORDAN M.,"Paris, France","Aug 13, 2007","This place always seems to pull my favorite bands and they keep coming back year after year...I love how small and intimate it is, the acoustics are great and they have PBR on tap.  Yeah, the bathroom isn't the nicest in the world, but hey, it's a dive bar.  I don't think I've ever paid over $12 for a show here...and they're always worth every penny, something I can't say for other venues in the city...",5
Bottom of the Hill,Dani D.,"Northern, CA","Aug 11, 2007","Great shows here.Cool people and I was drunk(every time),but it was all good because I had a good time.That is what matters.Decent place.",4
Bottom of the Hill,Vanessa T.,"Ontario, CA","Aug 6, 2007","i remember the first time i came here, i was in high school and i thought it was great.  like watching a show at your cool older sister's friend's house.  the crowded courtyard where everyone's standing back to back choking on each other's cig smoke, the tiny stage, the couches in the back.  i saw the first mars volta show here, !!!, and recently mice parade (i'm honestly not too crazy about a lot of the bands who play here anymore but maybe it's cos i'm not on top of new local or indie music as much as i used to be).  i like the location- even though it's not easily accessible by most public transit there's always parking and i like that it's not in an area with a crazy busy nightlife (like folsom...meh fucking folsom). the staff here gets my love and respect, they were very attentive and thoughtful and helped me out A LOT when i had a bit too much to drink one night.  lots of good memories at this place (except for that one night...but i survived because of the wonderful staff!  thank you!).",4
Bottom of the Hill,Kimberly C.,"Menlo Park, CA","Aug 4, 2007","Since practically everyone and their mothers and brothers and dogs and cats have posted reviews on this place because, of course, it's one of the most popular venues in San Francisco (Modest Mouse played here, so did Arcade Fire, Quasi, The Donnas, Cherry Poppin' Daddies, Queens of the Stone Age, Flogging Molly, Cat Power, Jimmy Eat World, Rilo Kiley, okay, you get the idea, I spent a lot of time in front of the archive calendars when I was there last night), I'm not going say much other than I am always impressed with the sound quality- vocals are, well, you can actually hear someone singing and usually make out the words, depending on how clear or muffled the lead's style is. I guess the only other thing would be to wag a finger at the bar for a couple of very sour whiskey-sours and a tonicky vodka-tonic, which was not expected from $5 well drinks, but I understand they were pretty busy (the place was packed!), and that's what I get for being an alcoholic. They have a nice beer selection, though!Oh yeah, and the band I went to go see, Sholi, is pretty great! Better, I think, than the main show.",4
Bottom of the Hill,Daddy O.,"Santa Cruz, CA","Aug 2, 2007","Lisa W. Summed it up pretty well.SQUISH - City.  Even for non-pervs such as myself, I still find that this is, hands down (pun intended), the best venue in San Francisco.  What I like:- Small.  Truly a tiny venue, with maybe capacity for a few hundred folks on a packed night.  This means you don't have to deal with throngs of fans and having to watch your favorite indie bands from a pair of binoculars.- Acoustics.  The sound in this place is I-N-C-R-E-D-I-B-L-E!- Cheap.  I've never paid more than I think $18 admission.  Beat that, Fillmore!- Intimate.  Clubs like this remind me why I became a fan of indie music in the first place.  This is the kind of place where, after the band plays, usually the band members are there at the back table, selling their cds and schwag to you ($10...way cheaper than most record stores) so they can pay for their beer, or next meal, or transport to their next gig.  Depending on priorities.  The point is.  You can chat them up.  I've met members of some of my favorite bands at shows in places like this:Ester DrangMates of StateDCfC...well, a long time ago.Troubled HubbleLiarsOf Montreal...also, a long time ago.  But still.  Hell yeah.What I don't like.-Claustrophobia.  Jesus F-ing Christ all mighty. (strong words from a Jew).  this place can get so packed, you'll wish you had a cattle prod in your pocket to keep people from smushing (or groping) you.-Parking.  The parking outside sucks.  Plain and simple.  Be prepared to walk, cab, bus, or otherwise NOT have immediate access.The club is small, intimate, well, sometimes intimate, and downright cramped, but it's the kind of place indie bands get their start, and can reach out to the teeming masses of indie-geeks like myself.  5 Stars!",5
Bottom of the Hill,Cat N.,"Oakland, CA","Jul 26, 2007","The lineup is usually good. They book bands there that are difficult to see live otherwise, because they're small. As previously stated, it's a bitch to get to. I tried to take public transportation, but that's dodgy at night. We ended up taking taxis to and from the venue, and that was expensive. I hate that doors and shows are generally so late, so that I have to miss headliners/good bands if I want to get to BART in time to get home. On the website it says happy hour is 4-7, but the show doesn't start until 8.30 at the earliest. What on earth do you do for an hour and a half? It's not very interesting there without the music. They should definitely think about timing more.PS: When I went my first time, for some reason, my name didn't show up on will call and the guy at the register was a total douche about it. Thank God the other bouncer, the one checking ID, was nicer and let me in, or else that would have been the shittest birthday ever, versus a shitty birthday.",3
Bottom of the Hill,S V.,"San Francisco, CA","Jul 19, 2007","I used to live above the place... literally. Wonderfully considerate and intelligent staff.The booking is great. Always looking for that underground shit. It's the kind of spot that famous bands play under different names. It's just that cool. Reminds me of LA in the 80's.They try really hard to not be so mighty whitey and I give them props for that but fact is that it's an indie rock joint and they have that on lock. Big ups!If you wanna go out and see a live show and NOT have to deal with the bad parking, mega yuppies, or newb club kids then this is your spot. Usually a hipster but educated crowd. The place gives me hope for this city.",5
Bottom of the Hill,Josh W.,"San Francisco, CA","Jul 19, 2007",I have to give them 5 starts just for not using ticketmaster. If it is a big show and your worried about it selling out ticketweb only charges you an extra 2.50 and their prices are so low shows are almost always under 20 bucks. The shows are usually 18 over or all age. The stage is rather intimate but the side stage view is more of a walking path. The outdoor smoking are is nice and there is food and a bar. Dont try to sneak your under age friends drinks they will kick you out. Overall great place to see little bands and big indy bands. I even saw polysics there (all the way from japan) defiantly the place to go.,5
Bottom of the Hill,Allan R.,"San Francisco, CA","Jul 11, 2007","I saw my first show in San Francisco here, I think it was Midtown sadly enough. Great vibe, perfect place to see up and coming bands. Other than the Greek/Fillmore can not think of a better place in SF to see a band. I wish more bands I listened to played there, but I don't blame that on the venue more my stylings of music choices has changed.",4
Bottom of the Hill,Lisa T.,"Oakland, CA","Jul 9, 2007","The great paradox of the small music venue:I wish it was bigger, but the fact that it's small is what makes it so great.Just be prepared to squish, squish, squish. You'll have a great time, though; without a doubt. Decently priced, strong drinks. Friendly bartenders, even when they're being barraged and are constantly having to check for wristbands because it's an all-ages show. GREAT back patio. Feeling bold? Head up the stairs out back. That's where you'll find the ""green room,"" per se. My friend and I stumbled upon a gang in gold lame up there Saturday night and realized in our drunken state that they were indeed Gravy Train. We were made to feel most welcome, and proceeded to have a dandy, shiny old time before the show even started. Or maybe you shouldn't try that... Maybe we're just THAT cool that they let us pass. Maybe unbeknown to us, we were being watched the whole time, and surveyed so as to determine whether or not we deserved admission. And we passed... Oh yeah! We're that cool. Good luck with that. But even downstairs with the rest of the average joes, I promise you'll have a good time.Oh, and turns out the night I was here and later wrote this review about... Well... I met my bf on the patio. A good looking, smart, funny, musician/music lover. And he actually CALLED ME.Whaddya know. They have romance at the Hill, too.",4
Bottom of the Hill,T.Z. R.,"San Francisco, CA","Jul 9, 2007","+1 Strong drinks+1 Books fuckin' amazing bands+1 Sweet smokin' porch+1 Great acoustics+1 Beautiful, hip people+1 It's in my hood, leaving for a beautiful short stumble home-1 Expensive, doesn't accept credit cards-1 Could use more than four chairs=4 rockin' orange stars",4
Bottom of the Hill,Jordan A.,"San Francisco, CA","Jul 7, 2007","I give this place 5 stars for the countless times I've been here with no bad experiences. you can see tons of different music here and you can actually catch your favorite bands play here. good place to go to when you have a free night with nothing to do, just pick your shows people. you don't want to be stuck with the punchy and kicky crowd, unless you love that stuff.",5
Bottom of the Hill,Chris P.,"San Francisco, CA","Jul 6, 2007","STRONG drinks. Good music.  Ben Gibbard spotted and accosted.  How can you NOT?!  His emo rock is so poignant.  One of *his* fav bands was playing (The New Year, formerly known as Bedhead).  Disclaimer: I've only been here once, so the 5-star experience is possibly highly skewed by the rockstar run-in and aforementioned strong drink.",5
Bottom of the Hill,Damon S.,"Saint Louis, MO","Jul 6, 2007","I saw a ton of great shows there when I was younger and more into punk/indie rock. Playing there over the years has always been a great experience, the sound people are normally competent which is rare enough warrant 5 stars....",5
Bottom of the Hill,Mary R.,"San Jose, CA","Jun 30, 2007","If you're a music fiend and find yourself with a bit of cash to blow and no real plans on a given night, BOTH is a good investment. Lots of great bands trek through here, and if there's 3 bands on the bill, you're almost guaranteed at least one excellent set. Although I like the ambiance, the space itself is awkward: inconvenient pillars block views toward the back of the room, the merch booth is set up in an inconvenient place, and getting to the bar may require a guide and/or path-clearing machete. The space is small enough that (presuming you're not behind a pillar) you'll have a decent view, if not necessarily elbow room--but hey, you're at a show, so leave your personal space issues (and your coat) in the car (which, by the way, is sadly the most convenient way to get here as it's off the major public transport routes.) Oh, and if you're like me and already losing your hearing at a terrifyingly young age, be sure to pack earplugs...it can get hella loud up in there. The sound is perilously good, though, so it can be tempting to leave your 'drums to burst. Your call.",4
Bottom of the Hill,Diane A.,"Fremont, CA","Jun 22, 2007","bottom of the hill is my favorite venue in san francisco. you can actually see the band you're listening to, people aren't incredibly pushy (for the most part), and there are no kids here with their parents (unless those are single parents, HOLLA!). i'm not too fond of the merch setting because it's always so cramped back there and i feel like someone's running a train on me. the ticket prices are low and you get a nice bang for your buck. i just wish it was closer to BART and other things. this place is in the middle of nowhere.",5
Bottom of the Hill,Seiji C.,"San Francisco, CA","Jun 21, 2007","if you ever want to be cool enough to say that you saw a big band before they were big, just come here, all the time.",5
Bottom of the Hill,James K.,"San Francisco, CA","Jun 18, 2007",Things about the bottom of the hill that are awesome:a) the bartendersb) the sound crewc) the music (generally)d) the smoking patioe) the dude that works in the kitchen that has a gnarly burn on his handf) the jackasses that fight outside that allow you another attempt at making out with a girlg) the dude you can hear playing the piano through the floor after workh) the different custom car that's sitting outside every nighti) ample parkingj) meeting hot girls in bands,5
Bottom of the Hill,Jennifer L.,"San Francisco, CA","Jun 8, 2007","I love the BotH.  There is always parking, the food is great--especially Sunday afternoon when it's free!  Probably the best time I've had here was ages ago seeing Polkacide--my friends and I drank shots of whiskey and pogo-danced to punk-polka.  Those were the days.They are a great venue for local bands, smaller indies, and some punk bands.  They have a patio in the back for all you smokers too!",5
Bottom of the Hill,Lalo L.,"San Francisco, CA","Jun 7, 2007","This place rules. Right off the 280 so it's easy for me to get to coming from the south bay. Never have trouble parking. One bathroom with two urinals but never a wait! The one and only time we showed up short one ticket, a girl approached us and was nice enough to put one of us on the guest list..yess! Good people..great music...easily in my top three places to see music.",5
Bottom of the Hill,Liz C.,"San Francisco, CA","May 24, 2007","I love small venues.Liam & Me, Play Radio Play, and Young Love looked like GIANTS on stage.  And you can only get this sort of larger-than-life aura from places like this.Sound system was booming.  Literally.My ears are still ringing.",4
Bottom of the Hill,Nathalie L.,"Rio de Janeiro, Brazil","May 21, 2007","Estradasphere & Sleepytime Gorilla Museum played to a great crowd here a few summers ago. Ahh, those were the days. Now I'm just an old cranky person. Where's my cane?! Get off my lawn!!!",4
Bottom of the Hill,Joy C.,"San Jose, CA","May 17, 2007","This venue calendar should be a staple for any live music fan, what band you see here this year maybe HUGE next year...",4
Bottom of the Hill,Sirima S.,"San Francisco, CA","May 11, 2007",Super LOUD clear sound.. great bands. I'm petite/short so I like to sit on the mirrored bar counter by the kitchen so see the band. If the band is boring there's an under used pool table and seating area in the back. Cozy smoking area out in the courtyard patio outside behind the stage. BYOE.,4
Bottom of the Hill,Steve R.,"Chicago, IL","May 4, 2007","Stumbled into this place on a biz trip totally by happenstance, and ended up seeing a happy hour Drunk Horse gig!  Hell yeah!  That alone wins it big cool points, but they've also got a pretty good beer selection and prompt service.  The clientele I spoke with generally seemed pretty cool and down to earth, I didn't get a hipster 'tude at all.  Very nice to a poor out-of-towner from flyover country.  Bartender was pretty cool too.  I'd go back in a heartbeat.",5
Bottom of the Hill,Tala L.,"San Rafael, CA","Apr 28, 2007",I adore this itty bitty venue.  I have been there twice and I think I like it better than Slims.,5
Bottom of the Hill,Perry S.,"San Francisco, CA","Apr 27, 2007","I love this venue! First impression wasn't so good. I came to see The Thermals but was rejected cause apparently I bought the tickets for the wrong date. Gah! I'm not even blonde. I decided not to give up and came the second time to see Adult and Erase Eratta, with the right tickets. Good frickin show!! Except the fact most of SF indie rockers apparently were frigid. How could you go to see Adult and not fuckin dance? Especially after being warmed up with Erase Eratta. Gosh, if your pants not too tight maybe you can move your joints and limbs. Pear Cider for 4.50? Oh well, I can deal with 50 cents difference. The bathroom is so small, I had to pivot. I heard the food was good there but didn't get a chance to try it out. I love the smoking patio section and love the long couch. They were very comfortable and good section just to hang out. I wish they had tables too. I will be definitely coming back whenever there are good bands worth travelling for!",4
Bottom of the Hill,Patrick W.,"San Francisco, CA","Apr 26, 2007","This is a pretty damn good venue, the sound is pretty feirce in a good way (earplug are a good idea), plenty of room to kick back relax, or get crazy with the cool kids in the ""pit"". It's pretty crappy to get to unless you have a car, or a fixed gear racing bike ;)Saw Adult w/ Wrase Eratta last night and it was the perfect venue for this show. The highlight wasn't the bands unfortunately (but EE do fuckin rock - that bass player was a machine!) but two trashbag, hipperthanthou girls getting their slobebr on whilst dancing/knocking into people/falling over. Hilarious touch to the night.",3
Bottom of the Hill,Angela H.,"San Francisco, CA","Apr 25, 2007","I didn't get drunk enough.But that's a good thing.Because it ensured that I would not be a bad bad girl.I chain smoked.I had hefeweizen.I had jager bombs.I liked the music.I liked the crown.  A not quit scene, not quite hipster.  The in-betweens.  And they were nice.  YAY.",4
Bottom of the Hill,Lauren F.,"San Diego, CA","Apr 24, 2007","The first show i ever saw at Bottom of the Hill sold me for all future shows to come.  I walked in, got a drink and took a tour of the place.  Walked into the back room by the pool table and pinball machine, and there was a girl there with a button maker.  She didn't work there, she wasn't charging, she was just offering up the use of her awesome machine, and sharing her ability to make buttons.  She had magazines, maps, people were using transfers, and i had a button on my jacket of the neighborhood i grew up in on my jacket for years afterward, only to lose it in a tragic laundry machine accident.  Whenever I looked at that button, BOTH was at the top of my thoughts.This place gets great small and decently sized bands to play, and although its not the most convenient venue in the city, its still worth the trek to Potrero.  With a smoking area out back, and the back area with the pool table, the space is decent, but unfortunately the good acoustics come with standing in front of the stage.  The oddest show I saw there was Captured! By Robots, http://www.capturedbyrobots.com/ , a band made up of one man and his machines.  He has robots playing instruments and during The Wedding Tour, this band rocked out to some of the most popular wedding tunes in their own bizarre way, and then proceeded to marry couples in the audience.  Some bands like the Mountain Goats prefer to play BOTH, but since getting bigger have to move on like all bands eventually do.  It helps that our good friends live upstairs in the house we have actually come to know as the BOTH house, and an evening in Potrero usually means an evening with them.",4
Bottom of the Hill,Natalye R.,"Berlin, Germany","Apr 20, 2007","My favourite venue ever, hands down.",5
Bottom of the Hill,Laurel B.,"San Francisco, CA","Apr 18, 2007","Have I mentioned how great it is to live in San Francisco, particularly in the Dogpatch/P Hill/Mission corridor?  Here's another reason to love SF:  a great small music venue with really good acts.  I'm never lucky enough to catch the bands who have already hit it big and play here surreptiously because, heck, I just don't go out 5 to 7 nights a week the way I did only a few years ago.  (Generally, I had no problem with leaving work at 9 or 10, and then going out.  But then, I had a boss who was tolerant when I rolled in at 9:30 or even 10.  Not so much anymore.  Hence, I'm a much duller girl.    My problem is that even then, and even in college, I had to get close to 8 hours of sleep.  So now, the regular late night forays are histoire.)",4
